route_id,vehicle_id,vehicle_registration,relocation_cost_pln,service_cost_pln,penalty_cost_pln,total_assignment_cost
287,120,ND4327C,0.0,0.0,0.0,0.0
288,134,ND7237L,0.0,0.0,0.0,0.0
289,111,WWL5505G,0.0,0.0,0.0,0.0
290,108,WXE7452Q,0.0,0.0,0.0,0.0
291,113,SZ4034V,0.0,0.0,0.0,0.0
292,126,PO3276I,0.0,0.0,0.0,0.0
293,127,WL5059I,0.0,0.0,0.0,0.0
294,119,LU5066O,0.0,0.0,0.0,0.0
295,110,KT4836S,0.0,0.0,0.0,0.0
296,125,LU8544G,0.0,0.0,0.0,0.0
297,112,WL8049L,0.0,0.0,0.0,0.0
298,131,WWL8192M,0.0,0.0,0.0,0.0
299,128,KRA8087A,0.0,0.0,0.0,0.0
300,136,SZ4702H,0.0,0.0,0.0,0.0
301,137,LUB1271S,0.0,0.0,0.0,0.0
302,138,LB9835U,0.0,0.0,0.0,0.0
303,140,KRA7201M,0.0,0.0,0.0,0.0
304,146,SK0010K,0.0,0.0,0.0,0.0
305,161,WXE7534C,0.0,0.0,0.0,0.0
306,115,LB4360J,0.0,0.0,0.0,0.0
307,130,WX6900T,0.0,0.0,0.0,0.0
308,141,ZS5578E,0.0,0.0,0.0,0.0
309,133,WRA8910E,0.0,0.0,0.0,0.0
310,117,WX7471C,0.0,0.0,0.0,0.0
311,147,KRA3376S,0.0,0.0,0.0,0.0
312,150,LUB6308Z,0.0,0.0,0.0,0.0
313,135,ZS2381S,0.0,0.0,0.0,0.0
314,123,WLI5823W,0.0,0.0,0.0,0.0
315,124,KR6702W,0.0,0.0,0.0,0.0
316,129,WLI8788D,0.0,0.0,0.0,0.0
317,162,SK8077R,0.0,0.0,0.0,0.0
318,139,KR3809E,0.0,0.0,0.0,0.0
319,165,WRA1147C,0.0,0.0,0.0,0.0
320,153,WL8190B,0.0,0.0,0.0,0.0
321,132,DW2688Q,0.0,0.0,0.0,0.0
322,142,LUB6685X,0.0,0.0,0.0,0.0
323,168,WRA2735R,0.0,0.0,0.0,0.0
324,155,DW8701S,0.0,0.0,0.0,0.0
325,157,ND8514G,1420.3899999999999,0.0,0.0,1420.3899999999999
326,159,WX9428E,1602.7350000000001,0.0,0.0,1602.7350000000001
327,167,SZ9028B,1682.507,0.0,0.0,1682.507
328,174,WPR312B,1302.423,0.0,0.0,1302.423
329,143,SZ2747V,1480.594,0.0,0.0,1480.594
330,145,WLI9760G,1522.071,0.0,0.0,1522.071
331,149,DW3884M,1824.0610000000001,0.0,0.0,1824.0610000000001
332,169,KRA9105P,1593.312,0.0,0.0,1593.312
333,171,WP5398T,1451.183,0.0,0.0,1451.183
334,172,LU5568Z,0.0,0.0,0.0,0.0
335,152,WXE2452Y,2092.08,0.0,0.0,2092.08
336,156,WP7704W,1719.7379999999998,0.0,0.0,1719.7379999999998
337,144,KRA3675R,1323.295,0.0,0.0,1323.295
338,180,WP9876B,1807.8290000000002,0.0,0.0,1807.8290000000002
339,148,WXE6307C,1478.2599999999998,0.0,0.0,1478.2599999999998
340,170,WP7276B,1512.149,0.0,0.0,1512.149
341,163,WXE7175H,1924.054,0.0,0.0,1924.054
342,151,LUB2170A,1558.767,0.0,0.0,1558.767
343,166,WRA1489O,2230.058,0.0,0.0,2230.058
344,154,DW7377G,2227.559,0.0,0.0,2227.559
345,158,KT9949G,1797.622,0.0,0.0,1797.622
346,160,WLI3554R,1988.137,0.0,0.0,1988.137
347,164,PO0829F,1702.518,0.0,0.0,1702.518
348,176,WP8437B,1542.162,0.0,0.0,1542.162
349,178,WP7123B,2227.559,0.0,0.0,2227.559
350,173,WP7312B,1743.397,0.0,0.0,1743.397
351,115,LB4360J,0.0,0.0,0.0,0.0
352,175,WP4891B,1888.139,0.0,0.0,1888.139
357,177,WP5647B,2067.567,0.0,0.0,2067.567
353,179,WP7321B,2019.547,0.0,0.0,2019.547
355,13,KRA5061Q,1498.7930000000001,9600.0,0.0,11098.793
363,37,WP7896H,0.0,0.0,0.0,0.0
368,48,WX8622X,0.0,0.0,0.0,0.0
373,4,PO6986J,0.0,0.0,0.0,0.0
374,3,LU8321W,0.0,0.0,0.0,0.0
375,10,WL3133P,0.0,0.0,0.0,0.0
376,12,LB6532K,0.0,0.0,0.0,0.0
377,21,ND3116J,0.0,0.0,0.0,0.0
378,5,ZS8758M,0.0,0.0,0.0,0.0
379,22,SK9256X,0.0,0.0,0.0,0.0
380,8,SK5752N,0.0,0.0,0.0,0.0
381,1,KR5246J,0.0,0.0,0.0,0.0
382,24,KT0849H,0.0,0.0,0.0,0.0
383,6,WLI0304O,0.0,0.0,0.0,0.0
384,7,ND3121F,0.0,0.0,0.0,0.0
385,9,SK4319A,0.0,0.0,0.0,0.0
386,11,LB8387D,0.0,0.0,0.0,0.0
387,14,WXE1114V,0.0,0.0,0.0,0.0
388,2,DW2178L,0.0,0.0,0.0,0.0
389,30,LUB9264Z,0.0,0.0,0.0,0.0
390,18,WL6670G,0.0,0.0,0.0,0.0
391,16,WWL8523S,0.0,0.0,0.0,0.0
392,15,SK2445H,0.0,0.0,0.0,0.0
393,35,WP7919L,0.0,0.0,0.0,0.0
394,25,WXE3763C,0.0,0.0,0.0,0.0
395,17,WLI2699B,0.0,0.0,0.0,0.0
396,20,SK7404R,0.0,0.0,0.0,0.0
397,23,DW8219T,0.0,0.0,0.0,0.0
398,34,LU6108X,0.0,0.0,0.0,0.0
399,48,WX8622X,0.0,0.0,0.0,0.0
400,36,LU1384P,0.0,0.0,0.0,0.0
401,38,ND9352Y,0.0,0.0,0.0,0.0
402,26,LUB4051L,0.0,0.0,0.0,0.0
403,19,LUB1293D,0.0,0.0,0.0,0.0
404,43,WXE4088S,0.0,0.0,0.0,0.0
405,27,LU2866X,0.0,0.0,0.0,0.0
406,54,ZS8763A,0.0,0.0,0.0,0.0
407,45,SZ5932T,0.0,0.0,0.0,0.0
408,28,DW7534H,0.0,0.0,0.0,0.0
409,39,KRA5649X,0.0,0.0,0.0,0.0
410,52,KR7820A,0.0,0.0,0.0,0.0
411,40,ND1003Q,0.0,0.0,0.0,0.0
412,42,LUB2699F,0.0,0.0,0.0,0.0
413,29,WL5994Z,0.0,0.0,0.0,0.0
414,55,SK7158R,0.0,0.0,0.0,0.0
415,31,KR8592B,0.0,0.0,0.0,0.0
416,57,WLI0906T,0.0,0.0,0.0,0.0
417,59,PO3459J,0.0,0.0,0.0,0.0
418,46,WXE3603X,0.0,0.0,0.0,0.0
419,58,WLI1161N,0.0,0.0,0.0,0.0
420,49,SK9121H,0.0,0.0,0.0,0.0
421,51,DW5640R,0.0,0.0,0.0,0.0
422,53,LUB7330L,0.0,0.0,0.0,0.0
423,32,DW3686H,0.0,0.0,0.0,0.0
424,63,GD4909L,0.0,0.0,0.0,0.0
425,64,WLI8972T,0.0,0.0,0.0,0.0
426,56,LUB7176J,0.0,0.0,0.0,0.0
427,60,LUB0194J,0.0,0.0,0.0,0.0
428,33,GD5257T,0.0,0.0,0.0,0.0
429,65,KR1288W,0.0,0.0,0.0,0.0
430,61,DW1363O,0.0,0.0,0.0,0.0
431,62,LB7493U,0.0,0.0,0.0,0.0
432,67,WL7016A,0.0,0.0,0.0,0.0
433,66,KR3256T,0.0,0.0,0.0,0.0
434,68,GD4630L,0.0,0.0,0.0,0.0
435,71,WRA0304B,0.0,0.0,0.0,0.0
436,74,SZ8927X,0.0,0.0,0.0,0.0
437,78,PO7221C,0.0,0.0,0.0,0.0
438,72,WRA7021F,0.0,0.0,0.0,0.0
439,41,WXE8322J,0.0,0.0,0.0,0.0
440,44,WP2419B,0.0,0.0,0.0,0.0
441,47,ZS2145O,0.0,0.0,0.0,0.0
442,50,LUB6041A,0.0,0.0,0.0,0.0
443,82,WLI2004O,0.0,0.0,0.0,0.0
444,88,ND7590E,0.0,0.0,0.0,0.0
445,70,SZ8447W,0.0,0.0,0.0,0.0
446,93,SK7948M,0.0,0.0,0.0,0.0
447,76,WXE8588B,0.0,0.0,0.0,0.0
448,73,WWL1407H,0.0,0.0,0.0,0.0
449,69,WRA5404E,0.0,0.0,0.0,0.0
450,75,WLI5520G,0.0,0.0,0.0,0.0
451,94,KR0642K,0.0,0.0,0.0,0.0
452,85,SZ0582K,0.0,0.0,0.0,0.0
453,77,KR7675I,0.0,0.0,0.0,0.0
454,86,KT5039R,0.0,0.0,0.0,0.0
455,79,WRA6536I,0.0,0.0,0.0,0.0
456,80,DW5428O,0.0,0.0,0.0,0.0
457,87,DW7720S,0.0,0.0,0.0,0.0
458,96,WX9995X,0.0,0.0,0.0,0.0
459,89,SZ5500I,0.0,0.0,0.0,0.0
460,95,PO8908A,0.0,0.0,0.0,0.0
461,90,ND6208S,0.0,0.0,0.0,0.0
462,98,KRA7939H,0.0,0.0,0.0,0.0
463,81,PO1797H,0.0,0.0,0.0,0.0
464,97,WRA4184N,0.0,0.0,0.0,0.0
465,91,WP1265D,0.0,0.0,0.0,0.0
466,104,KR5136U,0.0,0.0,0.0,0.0
467,100,KRA4149H,0.0,0.0,0.0,0.0
468,106,WXE2270U,0.0,0.0,0.0,0.0
469,109,ZS6774L,0.0,0.0,0.0,0.0
470,114,WXE1047X,0.0,0.0,0.0,0.0
471,99,KRA8000K,0.0,0.0,0.0,0.0
472,101,WLI4715T,0.0,0.0,0.0,0.0
473,83,WLI2287A,0.0,0.0,0.0,0.0
474,84,WX3996C,0.0,0.0,0.0,0.0
475,118,KR7580B,0.0,0.0,0.0,0.0
476,102,GD5667Y,0.0,0.0,0.0,0.0
477,105,SZ9694T,0.0,0.0,0.0,0.0
478,107,WRA1398H,0.0,0.0,0.0,0.0
479,121,WX6972E,0.0,0.0,0.0,0.0
480,92,KT6731O,0.0,0.0,0.0,0.0
481,116,DW7592R,0.0,0.0,0.0,0.0
482,103,KR4541L,0.0,0.0,0.0,0.0
483,122,PO2263E,0.0,0.0,0.0,0.0
484,120,ND4327C,0.0,0.0,0.0,0.0
485,126,PO3276I,0.0,0.0,0.0,0.0
486,134,ND7237L,0.0,0.0,0.0,0.0
487,111,WWL5505G,0.0,0.0,0.0,0.0
488,108,WXE7452Q,0.0,0.0,0.0,0.0
489,113,SZ4034V,0.0,0.0,0.0,0.0
490,127,WL5059I,0.0,0.0,0.0,0.0
491,128,KRA8087A,0.0,0.0,0.0,0.0
492,119,LU5066O,0.0,0.0,0.0,0.0
493,110,KT4836S,0.0,0.0,0.0,0.0
494,125,LU8544G,0.0,0.0,0.0,0.0
495,112,WL8049L,0.0,0.0,0.0,0.0
496,131,WWL8192M,0.0,0.0,0.0,0.0
497,130,WX6900T,0.0,0.0,0.0,0.0
498,136,SZ4702H,0.0,0.0,0.0,0.0
499,137,LUB1271S,0.0,0.0,0.0,0.0
500,138,LB9835U,0.0,0.0,0.0,0.0
501,140,KRA7201M,0.0,0.0,0.0,0.0
502,146,SK0010K,0.0,0.0,0.0,0.0
503,161,WXE7534C,0.0,0.0,0.0,0.0
504,115,LB4360J,0.0,0.0,0.0,0.0
505,133,WRA8910E,0.0,0.0,0.0,0.0
506,141,ZS5578E,0.0,0.0,0.0,0.0
507,135,ZS2381S,0.0,0.0,0.0,0.0
508,117,WX7471C,0.0,0.0,0.0,0.0
509,147,KRA3376S,0.0,0.0,0.0,0.0
510,150,LUB6308Z,0.0,0.0,0.0,0.0
511,139,KR3809E,0.0,0.0,0.0,0.0
512,123,WLI5823W,0.0,0.0,0.0,0.0
513,124,KR6702W,0.0,0.0,0.0,0.0
514,129,WLI8788D,0.0,0.0,0.0,0.0
515,162,SK8077R,0.0,0.0,0.0,0.0
516,144,KRA3675R,1323.295,0.0,0.0,1323.295
517,165,WRA1147C,0.0,0.0,0.0,0.0
518,153,WL8190B,0.0,0.0,0.0,0.0
519,132,DW2688Q,0.0,0.0,0.0,0.0
520,142,LUB6685X,0.0,0.0,0.0,0.0
521,168,WRA2735R,0.0,0.0,0.0,0.0
522,155,DW8701S,0.0,0.0,0.0,0.0
523,174,WPR312B,1274.557,0.0,0.0,1274.557
524,154,DW7377G,1496.4740000000002,0.0,0.0,1496.4740000000002
525,178,WP7123B,1585.506,0.0,0.0,1585.506
526,171,WP5398T,1863.901,0.0,0.0,1863.901
527,143,SZ2747V,1421.99,0.0,0.0,1421.99
528,156,WP7704W,1521.46,0.0,0.0,1521.46
529,170,WP7276B,0.0,0.0,0.0,0.0
530,169,KRA9105P,1843.0030000000002,0.0,0.0,1843.0030000000002
531,160,WLI3554R,1265.881,0.0,0.0,1265.881
532,145,WLI9760G,1522.071,0.0,0.0,1522.071
533,164,PO0829F,1497.345,0.0,0.0,1497.345
534,159,WX9428E,1776.835,0.0,0.0,1776.835
535,152,WXE2452Y,1703.922,0.0,0.0,1703.922
536,148,WXE6307C,1363.291,0.0,0.0,1363.291
537,151,LUB2170A,1560.536,0.0,0.0,1560.536
538,175,WP4891B,1310.598,0.0,0.0,1310.598
539,172,LU5568Z,1547.3120000000001,0.0,0.0,1547.3120000000001
540,157,ND8514G,1849.156,0.0,0.0,1849.156
541,163,WXE7175H,1742.331,0.0,0.0,1742.331
542,173,WP7312B,1751.436,0.0,0.0,1751.436
543,179,WP7321B,1634.117,0.0,0.0,1634.117
544,167,SZ9028B,1406.121,0.0,0.0,1406.121
545,158,KT9949G,1759.0010000000002,0.0,0.0,1759.0010000000002
549,176,WP8437B,1607.8089999999997,0.0,0.0,1607.8089999999997
546,166,WRA1489O,1769.884,0.0,0.0,1769.884
547,37,WP7896H,1830.1970000000001,0.0,0.0,1830.1970000000001
550,177,WP5647B,1563.738,0.0,0.0,1563.738
551,56,LUB7176J,0.0,0.0,0.0,0.0
